0001:,0002:,0021:,0022:,2854:,2855:,8002:,2861:,0027:,0201:,2174:,8001:,2953:,2954:,2955:,2956:,2957:,2958:,2959:,2960:,2959:,2164:,2165:,2963:,2186:,2964:,2965:,2185:
SFD001,1,4,310711,01,1,310711,20170524,20170523,842800,1,45,1,1,1,6,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,842800,1,45,1,1,0,4,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,842800,1,45,1,1,0,6,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,842800,1,45,1,1,1,6,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,842800,1,45,1,1,1,6,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,041300,1,46,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,041300,1,46,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,041300,1,46,1,1,1,2,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,041300,1,46,1,1,1,2,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,041300,1,46,1,1,0,4,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,041300,1,46,1,1,0,5,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,041300,1,46,1,1,1,1,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,041300,1,46,1,1,1,3,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,210100,1,71,1,1,1,1,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210100,1,71,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210100,1,71,1,1,1,2,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210100,1,71,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210100,1,71,1,1,1,7,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210100,1,71,1,1,0,4,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210100,1,71,1,1,0,3,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210100,1,71,1,1,1,1,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210100,1,71,1,1,1,4,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,211300,1,72,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,211300,1,72,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,211300,1,72,1,1,1,2,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,211300,1,72,1,1,0,12,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,211300,1,72,1,1,0,3,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,211300,1,72,1,1,1,3,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,211300,1,72,1,1,1,3,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,211300,1,72,1,1,1,1,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,211300,1,72,1,1,1,4,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,210900,1,73,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210900,1,73,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210900,1,73,1,1,1,6,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210900,1,73,1,1,1,6,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210900,1,73,1,1,1,9,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210900,1,73,1,1,0,8,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210900,1,73,1,1,0,7,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210900,1,73,1,1,1,4,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210900,1,73,1,1,1,5,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,211400,1,99,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,211400,1,99,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,211400,1,99,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,211400,1,99,1,1,1,5,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,211400,1,99,1,1,1,7,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,211400,1,99,1,1,0,1,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,211400,1,99,1,1,0,6,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,211400,1,99,1,1,1,3,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210500,1,100,1,1,1,6,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,210500,1,100,1,1,1,6,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210500,1,100,1,1,1,8,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210500,1,100,1,1,1,6,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210500,1,100,1,1,1,6,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210500,1,100,1,1,1,20,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210500,1,100,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210500,1,100,1,1,0,14,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210500,1,100,1,1,1,6,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,211000,1,101,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,211000,1,101,1,1,1,5,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,211000,1,101,1,1,1,5,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,211000,1,101,1,1,1,8,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,211000,1,101,1,1,0,2,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,211000,1,101,1,1,0,7,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,211000,1,101,1,1,1,5,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,211000,1,101,1,1,1,4,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,211000,1,101,1,1,1,3,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,211200,1,102,1,1,1,5,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,211200,1,102,1,1,1,1,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,211200,1,102,1,1,1,1,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,211200,1,102,1,1,1,5,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,211200,1,102,1,1,1,4,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,211200,1,102,1,1,1,8,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,211200,1,102,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,211200,1,102,1,1,0,5,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,211200,1,102,1,1,1,6,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,210400,1,127,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210400,1,127,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210400,1,127,1,1,1,5,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210400,1,127,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210400,1,127,1,1,1,2,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210400,1,127,1,1,0,5,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210400,1,127,1,1,0,5,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210400,1,127,1,1,1,4,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210400,1,127,1,1,1,5,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210600,1,128,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210600,1,128,1,1,1,10,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210600,1,128,1,1,1,6,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210600,1,128,1,1,1,5,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210600,1,128,1,1,0,12,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210600,1,128,1,1,0,2,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210600,1,128,1,1,1,3,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210600,1,128,1,1,1,4,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,210200,1,129,1,1,1,1,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210200,1,129,1,1,1,1,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210200,1,129,1,1,1,3,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210200,1,129,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210200,1,129,1,1,1,3,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210200,1,129,1,1,0,12,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210200,1,129,1,1,0,4,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210200,1,129,1,1,1,2,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210200,1,129,1,1,1,3,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,211500,1,130,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,211500,1,130,1,1,1,6,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,211500,1,130,1,1,1,6,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,211500,1,130,1,1,1,4,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,211500,1,130,1,1,0,12,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,211500,1,130,1,1,0,6,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,211500,1,130,1,1,1,3,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,211500,1,130,1,1,1,2,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,210700,1,155,1,1,1,4,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210700,1,155,1,1,1,4,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210700,1,155,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210700,1,155,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210700,1,155,1,1,1,10,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210700,1,155,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210700,1,155,1,1,0,6,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210700,1,155,1,1,1,2,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210700,1,155,1,1,1,7,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,210000,1,156,1,1,1,3,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210000,1,156,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,210000,1,156,1,1,1,6,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210000,1,156,1,1,1,4,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210000,1,156,1,1,1,8,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210000,1,156,1,1,0,5,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210000,1,156,1,1,0,7,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210000,1,156,1,1,1,3,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210000,1,156,1,1,1,4,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,211100,1,157,1,1,1,1,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,211100,1,157,1,1,1,4,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,211100,1,157,1,1,1,5,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,211100,1,157,1,1,1,5,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,211100,1,157,1,1,1,12,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,211100,1,157,1,1,0,10,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,211100,1,157,1,1,0,8,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,211100,1,157,1,1,1,5,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,211100,1,157,1,1,1,2,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,210300,1,158,1,1,1,1,0,110,0,0,0,0,0,1,2,20,310664,1
