0001:,0002:,0021:,0022:,2854:,2855:,8002:,2861:,0027:,0201:,2174:,8001:,2953:,2954:,2955:,2956:,2957:,2958:,2959:,2960:,2959:,2164:,2165:,2963:,2186:,2964:,2965:,2185:
SFD001,1,4,310681,01,1,310681,20170524,20170523,210300,1,158,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,210300,1,158,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,210300,1,158,1,1,1,6,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,210300,1,158,1,1,0,4,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,210300,1,158,1,1,0,3,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,210300,1,158,1,1,1,1,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,210300,1,158,1,1,1,3,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,011900,1,183,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,011900,1,183,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,011900,1,183,1,1,1,5,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,011900,1,183,1,1,1,8,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,011900,1,183,1,1,1,12,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,011900,1,183,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,011900,1,183,1,1,0,10,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,011900,1,183,1,1,1,3,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,011900,1,183,1,1,1,3,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,810100,1,184,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,810100,1,184,1,1,1,4,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,810100,1,184,1,1,1,12,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,810100,1,184,1,1,0,5,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,810100,1,184,1,1,0,12,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,810100,1,184,1,1,1,8,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,810100,1,184,1,1,1,8,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,012000,1,185,1,1,1,3,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,012000,1,185,1,1,1,4,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,012000,1,185,1,1,1,10,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,012000,1,185,1,1,0,5,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,012000,1,185,1,1,0,14,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,012000,1,185,1,1,1,2,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,012000,1,185,1,1,1,8,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,012400,1,186,1,1,1,4,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,012400,1,186,1,1,1,6,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,012400,1,186,1,1,1,3,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,012400,1,186,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,012400,1,186,1,1,1,1,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,012400,1,186,1,1,1,8,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,012400,1,186,1,1,0,3,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,012400,1,186,1,1,0,9,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,810000,1,211,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,810000,1,211,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,810000,1,211,1,1,1,3,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,810000,1,211,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,810000,1,211,1,1,1,10,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,810000,1,211,1,1,0,8,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,810000,1,211,1,1,0,12,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,810000,1,211,1,1,1,6,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,810000,1,211,1,1,1,6,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,012700,1,212,1,1,1,4,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,012700,1,212,1,1,1,6,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,012700,1,212,1,1,1,8,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,012700,1,212,1,1,1,15,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,012700,1,212,1,1,0,8,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,012700,1,212,1,1,0,12,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,012700,1,212,1,1,1,5,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,012700,1,212,1,1,1,8,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,011300,1,213,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,011300,1,213,1,1,1,4,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,011300,1,213,1,1,1,15,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,011300,1,213,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,011300,1,213,1,1,0,12,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,011300,1,213,1,1,1,12,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,011300,1,213,1,1,1,12,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,030800,1,239,1,1,0,6,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,030800,1,239,1,1,1,8,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,030800,1,239,1,1,1,5,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,030800,1,239,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,030800,1,239,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,030800,1,239,1,1,1,7,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,030800,1,239,1,1,1,5,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,030800,1,239,1,1,1,6,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,030800,1,239,1,1,0,8,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,012900,1,240,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,012900,1,240,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,012900,1,240,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,012900,1,240,1,1,1,4,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,012900,1,240,1,1,1,5,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,012900,1,240,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,012900,1,240,1,1,0,6,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,012900,1,240,1,1,1,3,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,012900,1,240,1,1,1,6,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,011600,1,241,1,1,1,3,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,011600,1,241,1,1,1,3,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,011600,1,241,1,1,1,4,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,011600,1,241,1,1,1,8,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,011600,1,241,1,1,0,4,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,011600,1,241,1,1,0,8,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,011600,1,241,1,1,1,6,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,013100,1,242,1,1,1,3,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,013100,1,242,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,013100,1,242,1,1,1,2,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,013100,1,242,1,1,1,2,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,013100,1,242,1,1,1,6,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,013100,1,242,1,1,0,1,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,013100,1,242,1,1,0,5,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,013100,1,242,1,1,1,4,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,013100,1,242,1,1,1,5,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,012100,1,267,1,1,1,8,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,012100,1,267,1,1,1,4,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,012100,1,267,1,1,1,6,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,012100,1,267,1,1,1,3,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,012100,1,267,1,1,1,16,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,012100,1,267,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,012100,1,267,1,1,0,16,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,012100,1,267,1,1,1,6,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,012100,1,267,1,1,1,8,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,036200,1,268,1,1,1,12,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,036200,1,268,1,1,1,10,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,036200,1,268,1,1,1,12,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,036200,1,268,1,1,0,20,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,036200,1,268,1,1,0,4,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,036200,1,268,1,1,1,8,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,036200,1,268,1,1,1,6,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,011800,1,269,1,1,1,3,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,011800,1,269,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,011800,1,269,1,1,1,4,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,011800,1,269,1,1,1,5,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,011800,1,269,1,1,1,10,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,011800,1,269,1,1,0,4,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,011800,1,269,1,1,0,8,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,011800,1,269,1,1,1,5,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,011800,1,269,1,1,1,8,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310084,01,1,310084,20170524,20170523,013200,1,295,1,1,1,2,0,138,0,0,0,0,0,1,2,20,310084,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,013200,1,295,1,1,1,4,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,013200,1,295,1,1,1,5,0,48,0,0,0,0,0,1,2,20,310681,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,013200,1,295,1,1,1,5,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,013200,1,295,1,1,1,12,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,013200,1,295,1,1,0,6,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,013200,1,295,1,1,0,8,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,013200,1,295,1,1,1,3,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,013200,1,295,1,1,1,5,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310691,01,1,310691,20170524,20170523,013000,1,296,1,1,1,5,0,58,0,0,0,0,0,1,2,20,310691,1
SFD001,1,4,310711,01,1,310711,20170524,20170523,013000,1,296,1,1,1,12,0,60,0,0,0,0,0,1,2,20,310711,1
SFD001,1,4,311601,01,1,311601,20170524,20170523,013000,1,296,1,1,0,8,50,0,0,0,0,0,0,1,2,20,311601,1
SFD001,1,4,310781,01,1,310781,20170524,20170523,013000,1,296,1,1,0,10,220,0,0,0,0,0,0,1,2,20,310781,1
SFD001,1,4,310731,01,1,310731,20170524,20170523,013000,1,296,1,1,1,2,0,78,0,0,0,0,0,1,2,20,310731,1
SFD001,1,4,310905,01,1,310905,20170524,20170523,013000,1,296,1,1,1,4,0,139,0,0,0,0,0,1,2,20,310905,1
SFD001,1,4,310664,01,1,310664,20170524,20170523,013000,1,296,1,1,1,2,0,110,0,0,0,0,0,1,2,20,310664,1
SFD001,1,4,310681,01,1,310681,20170524,20170523,013000,1,296,1,1,1,6,0,48,0,0,0,0,0,1,2,20,310681,1
